ticker,year,soft_Environmental_combined_score,soft_Social_combined_score,soft_Governance_combined_score,soft_overall,hard_Environmental,hard_Social,hard_Governance,hard_overall
SYM027,2023,0.9560682792278246,0.9631051404038302,0.9888822700116644,0.9693518965477731,0.32790121726892396,0.5975779914033615,0.613910359132548,0.5131298559349445
SYM027,2024,0.981366485101083,0.9634444051707329,1.0,0.9816036300906053,0.2757009671681774,0.8233501210043904,0.22040751486245666,0.43981953434500815
SYM028,2022,0.9933939826266145,0.9804489946681625,0.9811033649783045,0.9849821140910272,0.6051732573811313,0.39637784992508796,0.5418149983960944,0.5144553685674378
SYM028,2023,0.8864349630466501,1.0,1.0,0.9621449876822167,0.4005678657379116,0.13204813951213615,0.8633457657029159,0.4653205903176545
SYM028,2024,0.9767821551906911,1.0,1.0,0.992260718396897,0.8519215970673888,0.27179364430455855,0.8898725306796248,0.6711959240171907
SYM029,2022,1.0,1.0,0.9907464895176685,0.9969154965058896,0.22994120736548196,0.205280830361649,0.7408932045359101,0.3920384140876803
SYM029,2023,0.9780935437994815,0.984379633621968,1.0,0.9874910591404832,0.4731282097378705,0.34447119481183586,0.40719553123737784,0.4082649785956947
SYM029,2024,1.0,0.9486952734742249,1.0,0.9828984244914083,0.5117859468310717,0.8535171852279478,0.23460899061891105,0.5333040408926436
SYM030,2022,1.0,1.0,1.0,1.0,0.46754396252402586,0.43785077272752115,0.5732279083867556,0.4928742145461009
SYM030,2023,0.9803117910838247,1.0,1.0,0.9934372636946082,0.23929310033043932,0.3495014128259218,0.3230746546754908,0.30395638927728397
SYM030,2024,1.0,1.0,1.0,1.0,0.17283325918114628,0.6530941765437335,0.8135951793436451,0.5465075383561749
SYM031,2022,0.9723055051349005,1.0,0.991816780499762,0.9880407618782208,0.11438045772411237,0.36946441800295415,0.4691274590824195,0.31765744493649534
SYM031,2023,1.0,0.9794758193380453,1.0,0.9931586064460151,0.23705136236493632,0.8455401234532475,0.4664760312834211,0.5163558390338683
SYM031,2024,1.0,0.9278606197751351,1.0,0.9759535399250451,0.734285357810979,0.555105032470283,0.2278127163269355,0.5057343688693992
SYM032,2022,0.9536461911491262,0.9166810301898718,0.9185554219838682,0.9296275477742887,0.5149828317256716,0.1480201820606417,0.21074206894025638,0.2912483609088566
SYM032,2023,1.0,1.0,0.985979887902754,0.995326629300918,0.4697680823236321,0.7404718577166763,0.7647335027893694,0.6583244809432259
SYM032,2024,1.0,0.9963526587627436,0.9937786509732851,0.9967104365786762,0.3732307373865177,0.7660637579986546,0.36726157094915945,0.5021853554447772
SYM033,2022,0.9768114604863304,0.8940566175162082,0.935957970606008,0.9356086828695155,0.6268629347980853,0.28307091083869185,0.798984142047069,0.5696393292279488
SYM033,2023,1.0,1.0,0.851143887781281,0.9503812959270936,0.7788140161514167,0.5777576675440318,0.3412907481811438,0.5659541439588641
SYM033,2024,1.0,0.9878938208757443,0.9187512618222871,0.9688816942326772,0.8071079680968235,0.11168713466597416,0.4226409456329947,0.44714534946526413
SYM034,2022,1.0,1.0,0.9767779227139956,0.9922593075713319,0.3533506237457833,0.6043324111563623,0.18146022273000756,0.37971441921071775
SYM034,2023,1.0,1.0,0.998983504727442,0.9996611682424806,0.4573662115574183,0.2695363220122655,0.17418679792252706,0.3003631104974036
SYM034,2024,0.9887955494437962,1.0,1.0,0.9962651831479321,0.4827827486710432,0.8954252747892631,0.7409088649375614,0.7063722961326225
SYM035,2022,1.0,0.9943725849700795,1.0,0.9981241949900266,0.14987737208266722,0.898035834211445,0.36118890593309616,0.4697007040757361
SYM035,2023,1.0,0.9718081500002392,0.9841491378496268,0.9853190959499553,0.597485656195066,0.5986024254203576,0.2572538686514829,0.4844473167556355
SYM035,2024,0.9911039422990927,1.0,0.9528414752049343,0.981315139168009,0.29217356617111934,0.40588826451696125,0.5521651867656843,0.41674233915125497
SYM036,2022,1.0,0.9032702431158155,0.9630088794686266,0.955426374194814,0.6676599606371008,0.8337936586165158,0.7306875594518393,0.7440470595684853
SYM036,2023,1.0,1.0,1.0,1.0,0.22109399830164822,0.7754649814287337,0.2696764242727676,0.42207846800104987
SYM036,2024,0.9299696286519172,1.0,0.9849979180794162,0.9716558489104444,0.16031661246597634,0.8130138303680152,0.5405962573454401,0.5046422333931438
SYM037,2022,0.9392917714221456,0.9726026029214746,0.8991614568088006,0.9370186103841402,0.3960273177483181,0.2690716843412909,0.47047674654701155,0.3785252495455402
SYM037,2023,1.0,0.9963689286752969,0.9643827400529388,0.9869172229094119,0.5661588293294012,0.17235617159493755,0.11061584069699136,0.2830436138737767
SYM037,2024,0.9911505041014017,0.9908291887809194,1.0,0.9939932309607737,0.14927701158247475,0.23442816910208758,0.16728484741396132,0.18366334269950788
SYM038,2022,1.0,0.976604836450302,0.8934222858468744,0.956675707432392,0.8277291517862938,0.21969322015617668,0.6418686971029953,0.5630970230151552
SYM038,2023,1.0,1.0,0.9848797335569976,0.9949599111856658,0.25363274379550516,0.5914242203937158,0.36850517381355286,0.4045207126675912
SYM038,2024,1.0,1.0,0.9653231627389238,0.9884410542463079,0.7953060662216657,0.544361943921991,0.755438899056344,0.6983689697333335
SYM039,2022,1.0,1.0,1.0,1.0,0.5093810530768613,0.29918523340689485,0.35510860303211966,0.3878916298386253
SYM039,2023,1.0,1.0,0.9302272994395636,0.9767424331465212,0.39796695097151613,0.20523244317656603,0.3251909203535058,0.30946343816719596
SYM039,2024,1.0,1.0,0.9320081583888054,0.9773360527962685,0.8883135732874424,0.15758713414408723,0.7340056169264567,0.5933021081193287
SYM040,2022,1.0,1.0,1.0,1.0,0.11499405051656071,0.6589117874325218,0.22957303943902235,0.33449295912936833
SYM040,2023,0.9612433049694047,1.0,0.952614179834027,0.9712858282678106,0.758869156050853,0.44313891588801835,0.3223411462029129,0.5081164060472615
SYM040,2024,1.0,0.835664857127826,1.0,0.9452216190426087,0.10428114680403394,0.5116377139940331,0.8253116409393667,0.48041016724581126
SYM041,2022,0.9658726261917223,1.0,1.0,0.9886242087305742,0.8044058719305945,0.1638247078979779,0.39471362571444746,0.4543147351810066
SYM041,2023,1.0,0.9904429756834072,1.0,0.9968143252278024,0.6722603325824463,0.7089985646911322,0.8230843251942894,0.734781074155956
SYM041,2024,0.958535709091862,0.9794135499283013,1.0,0.9793164196733878,0.1554189412755439,0.4720707518624837,0.5295842472290696,0.385691313455699
SYM042,2022,1.0,1.0,0.9744046013882184,0.9914682004627394,0.1381759834551277,0.8226601651192114,0.6694318709446433,0.5434226731729942
SYM042,2023,0.9753408949732298,0.9722917097032886,1.0,0.9825442015588394,0.7591643585369743,0.8326406097207659,0.8785756415718013,0.8234602032765138
SYM042,2024,0.9715083807190307,1.0,0.9938590343992552,0.9884558050394285,0.5004659777876642,0.3278379405526335,0.1533089457082488,0.3272042880161822
SYM043,2022,1.0,1.0,1.0,1.0,0.8044918052702723,0.14961065750745617,0.6570621993808731,0.5370548873862006
SYM043,2023,0.9925335563533412,1.0,0.9879536244143037,0.9934957269225482,0.15593816220193704,0.27369243310674596,0.147829340717262,0.19248664534198165
SYM043,2024,1.0,1.0,1.0,1.0,0.6531799635677501,0.10174853456396314,0.6538685072337256,0.46959900178847963
SYM044,2022,1.0,1.0,0.9991040874221472,0.9997013624740491,0.3879475492104315,0.15076095034736597,0.6778403092810541,0.40551626961295056
SYM044,2023,0.9488784161812401,0.9442768158252586,1.0,0.9643850773354995,0.26448510133250314,0.4716107459308744,0.49598295288588534,0.4106929333830876
SYM044,2024,0.9876121679193063,1.0,0.9677593070064476,0.9851238249752514,0.7164793637483368,0.569551343757984,0.4605111983282437,0.5821806352781882
SYM045,2022,0.9555159698362822,0.995842492303051,1.0,0.9837861540464443,0.7262599431991276,0.5386698366631827,0.10083420716210947,0.45525466234147327
SYM045,2023,1.0,1.0,1.0,1.0,0.35683476830646577,0.7609665673176743,0.671512775749349,0.5964380371244964
SYM045,2024,1.0,0.931588777979266,0.9848043204263303,0.9721310328018654,0.7289075422245341,0.5907502112662055,0.5495584688313375,0.6230720741073591
SYM046,2022,1.0,0.962503812239901,0.9635760205932431,0.9753599442777148,0.8556583195927375,0.47382178220475546,0.7138970948782759,0.6811257322252562
SYM046,2023,0.9478758037893776,1.0,1.0,0.9826252679297925,0.8799312274867338,0.7680843010303929,0.7843039255776428,0.8107731513649231
SYM046,2024,0.9572599412785915,0.9159244794995006,1.0,0.957728140259364,0.6673651056461443,0.6726634077470877,0.2409377787864836,0.5269887640599052
SYM047,2022,0.9844445635558783,1.0,0.9763948291477804,0.986946464234553,0.7982960434901302,0.896334744885708,0.19420996560043272,0.6296135846587569
SYM047,2023,0.9902889335511076,0.9931775834982517,1.0,0.9944888390164531,0.7623624756865233,0.30511481493960513,0.47318977837148335,0.5135556896658705
SYM047,2024,0.9211121325950685,0.9926591007658466,0.9982002389260948,0.9706571574290033,0.11222531630985665,0.4681511292629813,0.19686640444100095,0.25908095000461295
SYM048,2022,0.9291191507549339,0.9633679804685298,0.9172109487848509,0.9365660266694382,0.41777964399186884,0.3789125890895394,0.667515770438766,0.4880693345067247
SYM048,2023,1.0,0.9199782780876535,0.8845085550529848,0.9348289443802127,0.5626732402000115,0.6499356040441695,0.6435302568682386,0.6187130337041399
SYM048,2024,1.0,0.9658697297361873,0.9922340845921315,0.9860346047761063,0.4721685243134014,0.1900431262864971,0.20500189809926728,0.28907118289972195
SYM049,2022,1.0,1.0,1.0,1.0,0.7093261982767004,0.7781806189620999,0.62293446145892,0.7034804262325735
SYM049,2023,0.9632263409219948,1.0,1.0,0.9877421136406649,0.6632972410241922,0.320644922101995,0.704979899375313,0.5629740208338334
SYM049,2024,0.9449588200491905,0.9699605880167309,0.9482306205446137,0.9543833428701783,0.6545061084678014,0.39145502363200646,0.8865934597374108,0.6441848639457396
SYM050,2022,1.0,1.0,0.9557266106938237,0.9852422035646079,0.2074694122217749,0.20373948281120446,0.35271929617441633,0.2546427304024652
SYM050,2023,0.9923645815340238,1.0,0.8967223552576861,0.9630289789305699,0.4517560553462481,0.3588713282110436,0.1645284495543714,0.32505194437055435
SYM050,2024,1.0,0.9794263140688609,0.9344000299324898,0.9712754480004503,0.29310294389286906,0.8344444780756212,0.42497973442847037,0.5175090521323202
SYM051,2022,0.9414213746794291,0.942499849352785,0.9399585668422227,0.9412932636248122,0.38652519794306295,0.25931513395683736,0.4983914836037797,0.3814106051678934
SYM051,2023,0.9573871506014482,1.0,0.9764386767537307,0.9779419424517263,0.7680083713577494,0.6520749912281979,0.21557673732560217,0.5452200333038498
SYM051,2024,0.9177943566619581,1.0,0.8901792617694682,0.9359912061438087,0.8099852568195127,0.5379598504941009,0.6547592419360693,0.667568116416561
SYM052,2022,0.9716133616303904,0.9478033812399821,1.0,0.9731389142901241,0.39347339182330665,0.6727775850581282,0.2864005903869157,0.45088385575611695
SYM052,2023,1.0,0.9497930242691919,0.9415300687474988,0.9637743643388968,0.7636568246053468,0.8250546790547295,0.2571896868179529,0.6153003968260097
SYM052,2024,0.9464716201641045,1.0,0.8208645689161453,0.9224453963600832,0.8815052712528685,0.32491315056241216,0.14435038286499868,0.45025626822675974
SYM053,2022,1.0,1.0,1.0,1.0,0.6546786566808204,0.7357081377723936,0.4664965431629481,0.6189611125387207
SYM053,2023,0.9904726491943782,1.0,0.9909132255454184,0.9937952915799322,0.39122908907970744,0.6072919752852163,0.7356613749924972,0.5780608131191403
SYM053,2024,0.9870055728137284,1.0,1.0,0.9956685242712427,0.5933333501977195,0.443620904698383,0.5360175034334012,0.5243239194431679
SYM054,2022,1.0,1.0,1.0,1.0,0.6195448562193407,0.5297070191235828,0.5116916958866657,0.5536478570765297
SYM054,2023,0.9788750060912876,0.9564432629436994,1.0,0.9784394230116623,0.16864697908881726,0.8637424687985247,0.7334274084824418,0.5886056187899279
SYM054,2024,1.0,0.9860071852980204,0.9191246987868255,0.9683772946949486,0.42320994197906747,0.20978834262257406,0.2314018345763218,0.28813337305932113
SYM055,2022,0.9895050049242027,0.9477600191135354,1.0,0.9790883413459127,0.10536168037979454,0.779959466429609,0.6178587341615358,0.5010599603236464
SYM055,2023,0.9501954969554839,1.0,1.0,0.9833984989851613,0.2894941994259781,0.3284609255724036,0.8910919572383624,0.5030156940789147
SYM055,2024,1.0,1.0,1.0,1.0,0.2378437490591166,0.4935703927615699,0.7927827356175327,0.5080656258127397
SYM056,2022,0.9434151061824468,1.0,1.0,0.9811383687274823,0.8162952619466533,0.7464128107159389,0.10762410094649599,0.5567773912030294
SYM056,2023,0.9255628633639946,1.0,0.9361625451353502,0.9539084694997816,0.6621347509408028,0.17677109335737295,0.48308541876385824,0.44066375435401134
SYM056,2024,1.0,1.0,0.9803366215839926,0.9934455405279975,0.6007848097042034,0.7239343581573042,0.3458546761725767,0.5568579480113615
SYM057,2022,0.978051992011288,0.9945226215144728,1.0,0.9908582045085869,0.8679411039608944,0.6684157570292328,0.6273335867493712,0.7212301492464995
SYM057,2023,0.973825635862839,1.0,0.9705264832107218,0.9814507063578536,0.6316737563689908,0.5498190677204962,0.3640169644134862,0.515169929500991
SYM057,2024,1.0,0.9718291660040378,1.0,0.9906097220013459,0.3415767819585732,0.6196744149287223,0.7248893972976913,0.562046864728329
SYM058,2022,0.8816565147395722,1.0,1.0,0.9605521715798574,0.11608475741986074,0.8228050054601351,0.7492556348806615,0.5627151325868858
SYM058,2023,0.9768701630765824,0.9743366640395256,0.9673462367402678,0.9728510212854586,0.6144853437808074,0.8793984533267327,0.6569088043881426,0.7169308671652276
SYM058,2024,0.9334613888579248,0.961753502638057,1.0,0.9650716304986607,0.3330512534761816,0.8240259599668489,0.22696240469360057,0.461346539378877
SYM059,2022,1.0,1.0,1.0,1.0,0.6729153100692888,0.8523005592642167,0.5114332576352159,0.6788830423229072
SYM059,2023,0.8722456150922966,1.0,0.9213063443629601,0.9311839864850855,0.8122528058648845,0.1824891806580621,0.5211046833492539,0.5052822232907335
